date,close,capacity,transaction,change_value1,change_value2,change_value5,change_value10,target,target1,target2,target5,target10,short_term,mid_term,avg_2,trend_2,cap_avg_2,'trans_avg_2,avg_5,trend_5,cap_avg_5,'trans_avg_5,avg_10,trend_10,cap_avg_10,'trans_avg_10,avg_20,trend_20,cap_avg_20,'trans_avg_20,avg_60,trend_60,cap_avg_60,'trans_avg_60
2022-02-08,628.0,43786259.0,40026.0,-0.011023622047244094,-0.012578616352201259,-0.0202808112324493,-0.06547619047619048,0,0,0,0,0,-0.01642971379232528,-0.02259768962187059,-0.5573248407643312,0.0,-23.809741316333966,-4.681956728126718,-1.6878980891719784,1.0,-11.500335299254502,-6.119022635287056,-3.2484076433120985,3.0,-15.057744942311704,-23.8972168090741,-3.391719745222923,,-24.757590731832096,-33.725453455254076,,,,
2022-02-09,633.0,33633394.0,29746.0,0.007961783439490446,-0.0031496062992125984,-0.030627871362940276,-0.07320644216691069,1,1,0,0,0,-0.016888738831076437,-0.021289285401985207,0.3949447077409162,0.0,-15.09342916745185,-17.279634236536005,-0.25276461295419,1.0,-36.22016202111508,-38.432730451153084,-1.6429699842022079,2.0,-40.81233193414854,-55.87843743696631,-2.590837282780407,8.0,-56.461124321857014,-70.06269750554695,,,,
2022-02-10,649.0,37388892.0,28452.0,0.02527646129541864,0.03343949044585987,0.0124804992199688,-0.019637462235649546,1,1,1,1,0,0.022959994832914336,-0.016058980727809175,1.2326656394453006,1.0,5.022210874823464,-2.2740053423309434,1.9722650231124739,1.0,-13.691064715156573,-24.873471109236608,1.063174114021568,2.0,-23.615921809076344,-49.996836777730906,-0.007704160246526121,9.0,-33.58338848340304,-64.0974272458878,,,,
2022-02-11,650.0,28194682.0,21995.0,0.0015408320493066256,0.026856240126382307,0.0220125786163522,-0.0061162079510703364,1,1,1,1,0,0.024434409371367254,-0.014064393283711268,0.07692307692307693,2.0,-16.304865577132595,-14.678335985451238,1.6923076923076923,2.0,-47.29038334250411,-49.11843600818367,1.27692307692307,3.0,-58.28824386102315,-80.95157990452377,0.14615384615385313,9.0,-69.2865535777279,-102.56035462605138,,,,
2022-02-14,637.0,39394670.0,33928.0,-0.02,-0.01848998459167951,0.0031496062992125984,-0.021505376344086023,0,0,0,1,0,-0.007670189146233455,-0.01232749132164931,-1.0204081632653061,2.0,14.215105749077223,17.585769865597737,-0.37676609105180175,3.0,7.399708133105321,9.132869606224943,-0.5180533751962252,4.0,-10.849225796281587,-15.711211978307002,-1.8367346938775582,10.0,-18.861262576891743,-28.44273166705966,,,,
2022-02-15,633.0,24497955.0,31907.0,-0.006279434850863423,-0.026153846153846153,0.007961783439490446,-0.0124804992199688,0,0,0,1,0,-0.009096031357177854,-0.010221141329729622,-0.315955766192733,1.0,-30.403996986687254,-3.1670166421161503,-1.1690363349131085,3.0,-33.161803097442224,8.46648070956217,-1.0268562401263823,4.0,-66.22559760600426,-12.327702385056575,-2.4723538704581323,10.0,-88.0055359722883,-34.60541573949291,,,,
2022-02-16,646.0,27395771.0,23136.0,0.020537124802527645,0.0141287284144427,0.020537124802527645,-0.010719754977029096,1,1,1,1,0,0.017332926608485174,-0.01562843988977837,1.0061919504643964,0.0,5.288801691326738,-18.95530774550484,0.46439628482972134,3.0,-14.522763385633496,-20.520401106500685,1.1145510835913384,4.0,-40.879148464191786,-49.2518153526971,-0.43343653250773295,10.0,-65.94883367217518,-83.4055152143845,,,,
2022-02-17,645.0,20447347.0,16116.0,-0.0015479876160990713,0.018957345971563982,-0.0061633281972265025,0.0062402496099844,0,0,1,0,1,0.00639700888716874,0.006201788903605451,-0.07751937984496124,1.0,-16.991015998310196,-21.779597915115414,0.4341085271317759,3.0,-36.86902755648447,-57.70910896003972,0.8992248062015434,4.0,-72.37912184891275,-89.08351948374286,-0.5426356589147286,10.0,-118.49290570556661,-159.96556217423682,,,,
2022-02-18,637.0,21948975.0,23892.0,-0.012403100775193798,-0.01393188854489164,-0.02,0.0015723270440251573,0,0,0,0,1,-0.01696594427244582,0.010786163522012579,-0.6279434850863422,1.0,3.4207246579851676,16.273229532898043,-0.40816326530612607,2.0,-21.814087445996915,-7.968357609241584,-0.36106750392463965,4.0,-55.508398000362206,-22.62347229198058,-1.624803767660914,9.0,-99.24318310991744,-72.1599280093755,,,,
2022-02-21,632.0,25769408.0,41961.0,-0.007849293563579277,-0.020155038759689922,-0.007849293563579277,-0.004724409448818898,0,0,0,0,0,-0.0140021661616346,0.0015624420573801898,-0.39556962025316456,0.0,7.412729465884508,21.530707085150496,-1.044303797468358,1.0,6.82016754129548,34.69555063034722,-1.1075949367088607,4.0,-17.370702889255355,30.611996854221772,-2.1993670886075916,8.0,-67.10397635056266,1.0682538547699054,,,,
2022-02-22,627.0,38526210.0,68303.0,-0.007911392405063292,-0.015698587127158554,-0.009478672985781991,-0.0015923566878980893,0,0,0,0,0,-0.012588630056470273,0.003943158148941951,-0.3987240829346092,0.0,16.55600434094088,19.28319400319166,-1.658692185007971,1.0,30.3914342988838,49.22389938948509,-1.8979266347687362,4.0,22.85841145547408,53.232508088956564,-2.655502392344494,7.0,-3.954181581837396,40.31396863973764,,,,
2022-02-23,625.0,34561338.0,50926.0,-0.003189792663476874,-0.011075949367088608,-0.032507739938080496,-0.01263823064770932,0,0,0,0,0,-0.021791844652584554,0.009934754645185588,-0.16,0.0,-5.73599320720743,-17.061029729411302,-1.3120000000000072,1.0,18.259369472327716,20.98417311393002,-2.0960000000000036,4.0,13.740246977706704,33.115500922907756,-2.52,6.0,-11.645693809655175,21.033263951616075,,,,
2022-02-24,604.0,80672979.0,188248.0,-0.0336,-0.03668261562998405,-0.06356589147286822,-0.06933744221879815,0,0,0,0,0,-0.050124253551426134,-0.0028857753729649646,-1.73841059602649,0.0,28.5793592672461,36.47369427563639,-3.47682119205298,0.0,50.05045989438421,60.336364795376305,-4.900662251655633,3.0,57.67984035893853,73.4174068250393,-5.604304635761593,5.0,50.19425463388429,75.37336386043943,,,,
2022-02-25,604.0,94155943.0,129776.0,0.0,-0.0336,-0.05180533751962323,-0.07076923076923076,0,0,0,0,0,-0.042702668759811616,-0.009481946624803766,0.0,0.0,7.159911297367602,-22.528048329429172,-2.384105960264897,0.0,41.86540556446872,26.147515719393414,-4.13907284768212,2.0,56.734478672259705,53.13517137221058,-5.190397350993381,5.0,54.66779691219279,61.23335593638268,,,,
2022-03-01,604.0,70303880.0,67439.0,0.0,0.0,-0.04430379746835443,-0.05180533751962323,0,0,0,0,0,-0.022151898734177215,-0.0037507700256344013,0.0,0.0,-16.96354667765136,-46.21732232091223,-1.4569536423840983,0.0,9.472891112126385,-49.67363098503832,-3.592715231788087,1.0,37.65922933414201,4.846750396654753,-4.801324503311259,5.0,37.772518885159684,23.31670101869838,,,,
2022-03-02,601.0,42428151.0,58916.0,-0.004966887417218543,-0.004966887417218543,-0.04146730462519936,-0.05055292259083728,0,0,0,0,0,-0.02321709602120895,-0.0045428089828189605,-0.24958402662229617,0.0,-32.850511208937675,-7.233179441917306,-1.0981697171381068,0.0,-51.84366200638817,-68.1393848869577,-3.577371048252912,1.0,-7.525308373678606,-13.502783624142852,-4.9916805324459235,5.0,-1.7518678813036148,12.832082965578115,,,,
2022-03-03,602.0,37103932.0,65410.0,0.0016638935108153079,-0.0033112582781456954,-0.0368,-0.06811145510835913,1,1,0,0,0,-0.02005562913907285,-0.015655727554179565,0.08305647840531562,0.0,-7.17473689850445,4.964072771747439,-0.16611295681063123,0.0,-75.00295386483567,-55.87494266931662,-2.6744186046511667,1.0,-25.57110200611622,-8.696988228099674,-4.393687707641203,5.0,-14.794767842933739,19.255771288793756,,,,
2022-03-04,595.0,65235167.0,206731.0,-0.011627906976744186,-0.009983361064891847,-0.014900662251655629,-0.07751937984496124,0,0,0,0,0,-0.012442011658273737,-0.03130935879665281,-0.5882352941176471,1.0,21.561403376188185,34.1799246363632,-1.0420168067226967,1.0,5.196204065822347,48.89281239872105,-3.042016806722693,1.0,21.713087206475613,56.387672869574466,-5.235294117647054,5.0,33.841239725806176,70.82370326656378,,,,
2022-03-07,576.0,97167600.0,297917.0,-0.031932773109243695,-0.04318936877076412,-0.046357615894039736,-0.09576138147566719,0,0,0,0,0,-0.044773492332401923,-0.02470188279081373,-1.6493055555555556,1.0,16.431625871175164,15.303926932669166,-3.4027777777777817,1.0,35.73192504497384,53.24785091149549,-5.381944444444445,1.0,39.69959039844558,60.53843855839042,-8.185763888888884,5.0,52.286070562615514,75.35221219332901,,,,
2022-03-08,563.0,88371413.0,269695.0,-0.022569444444444444,-0.05378151260504202,-0.06788079470198675,-0.10917721518987342,0,0,0,0,0,-0.06083115365351439,-0.02064821024394333,-1.1545293072824157,0.0,-4.976828309851739,-5.232206752071785,-4.333925399644756,1.0,25.2459020882692,33.35664361593653,-6.5896980461811765,1.0,26.613529083211564,47.96488626040527,-10.044404973357008,5.0,46.19391420164347,68.58451213407739,,,,
2022-03-09,568.0,57512412.0,112422.0,0.008880994671403197,-0.013888888888888888,-0.05490848585690516,-0.09409888357256778,1,1,0,0,0,-0.03439868737289702,-0.01959519885783131,0.44014084507042256,0.0,-26.8281227711333,-69.94760811940723,-2.2535211267605555,1.0,-20.109907405726606,-69.39300136983864,-4.612676056338036,1.0,-16.06413151303757,-28.754158438739747,-8.547535211267597,5.0,16.130267758549227,21.415915034423865,,,,
2022-03-10,587.0,49092145.0,71569.0,0.03345070422535211,0.04262877442273535,-0.024916943521594685,-0.0608,1,1,1,0,0,0.008855915450570332,-0.017941528239202656,1.6183986371379897,1.0,-8.57598196208375,-28.540988416772624,1.5672913117546927,2.0,-45.59507921277427,-167.807011415557,-0.5792163543441188,2.0,-38.9313141644147,-105.13392670010757,-4.642248722316865,6.0,0.1704987630913255,-26.363299752686213,,,,
2022-03-11,575.0,42981381.0,112158.0,-0.020442930153321975,0.01232394366197183,-0.03361344537815126,-0.048013245033112585,0,0,1,0,0,-0.010644750858089715,-0.007199899827480663,-1.0434782608695654,2.0,-7.108617566289925,18.094563027158117,0.20869565217392097,2.0,-55.939592075927024,-54.02574938925445,-2.1739130434782608,3.0,-49.914220764567794,-24.113571925319626,-6.182608695652166,6.0,-14.673067275339532,15.634863317819505,,,,
2022-03-14,572.0,38562552.0,87337.0,-0.0052173913043478265,-0.02555366269165247,-0.006944444444444444,-0.052980132450331126,0,0,0,0,0,-0.016249053568048455,-0.023017844002943343,-0.26223776223776224,1.0,-5.729430199536586,-14.209899584368596,-0.17482517482517482,2.0,-43.413694716055105,-49.57715515760788,-2.1503496503496424,3.0,-52.67626297139255,-54.52717633992465,-6.057692307692304,5.0,-29.157586484421476,-12.08233623779155,,,,
2022-03-15,558.0,84338792.0,277901.0,-0.024475524475524476,-0.029565217391304348,-0.008880994671403197,-0.076158940397351,0,0,0,0,0,-0.01922310603135377,-0.0336389728629739,-1.2544802867383513,0.0,27.138306652530662,34.28631059262111,-2.5089605734767026,2.0,35.38269269970099,52.40125080514284,-3.8888888888888973,3.0,28.527130789352544,43.862886423582495,-8.010752688172051,4.0,38.28027848679645,60.385892817945965,,,,
2022-03-16,558.0,50764807.0,110732.0,0.0,-0.024475524475524476,-0.017605633802816902,-0.07154742096505824,0,0,0,0,0,-0.02104057913917069,-0.026970893581120668,0.0,0.0,-33.06816964752767,-75.48360004334789,-2.1505376344086025,2.0,-4.694449838054143,-19.152006646678462,-3.118279569892469,3.0,-20.384620195640657,-45.56514828595168,-7.338709677419362,4.0,-5.125998312177171,-2.977684860744861,,,,
2022-03-17,582.0,65820899.0,65468.0,0.043010752688172046,0.043010752688172046,-0.008517887563884156,-0.03322259136212625,1,1,1,0,0,0.017246432562143945,-0.012352351899121046,2.0618556701030926,0.0,11.437166788013636,-34.569560701411376,2.2336769759450172,1.0,14.170594661735016,-99.6688458483534,1.4776632302405537,3.0,2.7896644195029956,-146.21647216960957,-2.3625429553264605,4.0,16.001957752050764,-77.4085812916234,,,,
2022-03-18,581.0,49583448.0,39576.0,-0.001718213058419244,0.04121863799283154,0.010434782608695653,-0.023529411764705882,0,0,1,1,0,0.025826710300763597,-0.016982097186700768,-0.08605851979345956,1.0,-16.37386230179071,-32.71174449161108,1.8588640275387185,1.0,-16.599595090684296,-193.61936527188195,1.549053356282272,3.0,-25.887866652597452,-265.06342227612697,-1.987951807228908,4.0,-14.44357721955924,-196.43938245401256,,,,
2022-03-21,586.0,22800165.0,32617.0,0.008605851979345954,0.006872852233676976,0.024475524475524476,0.017361111111111112,1,1,1,1,1,0.015674188354600726,-0.003557206682206682,0.42662116040955633,1.0,-58.734844682045065,-10.667749946346996,2.218430034129693,1.0,-139.742222040937,-222.711469479106,2.218430034129693,3.0,-141.15089254836533,-261.61357574271085,-0.6825938566552902,4.0,-149.06675499936074,-261.0236992979122,,,,
2022-03-22,583.0,23421124.0,27371.0,-0.005119453924914676,0.0034423407917383822,0.044802867383512544,0.035523978685612786,0,0,1,1,1,0.024122604087625465,-0.004639444348949879,-0.2572898799313894,1.0,1.3256387695142213,-9.583135435314748,0.8576329331046313,2.0,-81.36656720659522,-101.50085857294218,1.3722126929674099,4.0,-107.02581353482437,-242.38829417997155,-0.7804459691252066,5.0,-141.96198653830618,-327.55324978992365,,,,
2022-03-23,590.0,27475008.0,30970.0,0.012006861063464836,0.006825938566552901,0.05734767025089606,0.03873239436619718,1,1,1,1,1,0.03208680440872448,-0.009307637942349439,0.5932203389830508,1.0,7.377402765451424,5.8104617371649985,0.9491525423728852,2.0,-37.652839991893714,-26.575395544074915,2.169491525423721,4.0,-65.54692941308699,-176.299321924443,0.7288135593220262,5.0,-104.24982878985875,-271.84032935098486,,,,
2022-03-24,591.0,20769676.0,21647.0,0.001694915254237288,0.0137221269296741,0.015463917525773196,0.0068143100511073255,1,1,1,1,1,0.014593022227723648,-0.0043248037373329355,0.08460236886632826,1.0,-16.14211988670406,-21.534161777613527,0.8121827411167435,3.0,-38.71128370033311,-40.60239294128517,2.2673434856175936,4.0,-105.35604503411611,-272.2349517254123,1.1844331641285957,6.0,-166.870189501271,-425.222894627431,,,,
2022-03-25,598.0,26794684.0,29896.0,0.011844331641285956,0.013559322033898305,0.029259896729776247,0.04,1,1,1,1,1,0.021409609381837277,0.005370051635111877,0.5852842809364548,2.0,11.242916691982634,13.796160021407546,1.4046822742474878,3.0,9.489018791936497,4.668852020337166,3.026755852842813,4.0,-53.13901630636884,-142.01063687449826,2.3913043478260794,7.0,-96.80828835301809,-253.8179020604763,,,,
2022-03-28,584.0,27954730.0,54537.0,-0.023411371237458192,-0.011844331641285956,-0.0034129692832764505,0.02097902097902098,0,0,0,0,1,-0.007628650462281204,0.012195995131148715,-1.1986301369863013,2.0,2.0748653269053214,22.591084951500818,-0.8904109589041174,4.0,9.557186207843902,39.70295395786347,0.4965753424657496,5.0,-42.98951662205286,-26.65071419403341,0.22260273972601963,8.0,-76.80048528460121,-87.05731888442708,,,,
2022-03-29,589.0,15742359.0,21222.0,0.008561643835616438,-0.015050167224080268,0.010291595197255575,0.05555555555555555,1,1,0,1,1,-0.0023792860134123463,0.02263198017914999,0.4244482173174873,1.0,-38.78824958826056,-78.49165959852982,-0.23769100169778898,3.0,-50.8496369572057,-49.15842050702102,0.8149405772495679,5.0,-110.34134718945236,-104.52172274055225,1.1969439728353064,8.0,-196.62658722241056,-369.8171708604279,,,,
2022-03-30,600.0,43256548.0,48535.0,0.01867572156196944,0.0273972602739726,0.01694915254237288,0.07526881720430108,1,1,1,1,1,0.02217320640817274,0.0291598323309641,0.9166666666666666,1.0,31.80349597013613,28.137426599361287,1.2666666666666704,4.0,37.804562213332424,27.54218605130318,1.9333333333333373,6.0,25.186207415349,23.38745235397136,3.0166666666666706,9.0,-8.047091737417421,-104.35881322756775,,,,
2022-03-31,597.0,25130417.0,18860.0,-0.005,0.013582342954159592,0.01015228426395939,0.02577319587628866,0,0,1,1,1,0.011867313609059491,0.007810455806164634,-0.25125628140703515,2.0,-36.06412699001373,-78.67179215270413,0.5695142378559426,4.0,-10.526409490140978,-83.51007423117709,1.1892797319933037,7.0,-12.583949164074749,-72.44485683987274,2.571189279731997,10.0,-83.59729705241263,-413.563361611877,,,,
2022-04-01,589.0,31247086.0,53178.0,-0.01340033500837521,-0.018333333333333333,-0.015050167224080268,0.013769363166953529,0,0,0,0,1,-0.0166917502787068,0.0144097651955169,-0.6791171477079796,1.0,9.787583072546349,32.2671029373049,-0.47538200339557796,3.0,8.259515783327764,26.160442288164276,-0.28862478777589906,6.0,15.322728973831353,36.283237429012,1.2988115449915072,9.0,-42.21922101792147,-67.7016811463387,,,,
2022-04-06,578.0,40726932.0,62822.0,-0.01867572156196944,-0.031825795644891124,-0.010273972602739725,-0.013651877133105802,0,0,0,0,0,-0.021049884123815425,-0.0016889522651830384,-0.9515570934256056,0.0,11.638301161501682,7.675655025309605,-2.179930795847755,2.0,23.341467508527288,34.85817070453025,-2.058823529411761,6.0,30.63102224346288,41.256566171086554,-0.5968858131487967,9.0,-2.1862606788058536,-23.246076215338565,,,,
2022-04-07,566.0,47212937.0,130552.0,-0.020761245674740483,-0.03904923599320883,-0.03904923599320883,-0.029159519725557463,0,0,0,0,0,-0.03904923599320883,0.004944858133825683,-1.0600706713780919,0.0,6.868885322681789,25.939855383295544,-3.53356890459364,2.0,20.541304176861523,51.90468165941541,-3.9222614840989483,5.0,35.121516164097144,63.82904896133342,-2.756183745583043,9.0,16.2106667924514,46.02265763833569,,,,
2022-04-08,567.0,31406384.0,75778.0,0.0017667844522968198,-0.01903114186851211,-0.055,-0.03898305084745763,1,1,0,0,0,-0.03701557093425606,0.008008474576271185,0.08818342151675485,0.0,-25.16455412377305,-36.14109636042123,-2.186948853615516,1.0,-11.90320795924804,9.950117448335929,-3.333333333333329,5.0,1.2169777329348048,31.770830584074538,-2.566137566137558,9.0,-21.80359158825799,9.424503153949692,-8.606701940035265,,-49.77452933348414,7.40186245788136
2022-04-11,558.0,41713758.0,130731.0,-0.015873015873015872,-0.014134275618374558,-0.06532663316582915,-0.05583756345177665,0,0,0,0,0,-0.039730454392101856,0.00474453485702625,-0.8064516129032258,1.0,12.354885407351695,21.01758572947503,-2.4372759856630863,1.0,7.7968007581575405,30.68805409581507,-4.4086021505376385,5.0,20.60513104573316,52.106921847151774,-3.9605734767025127,9.0,9.178203627685615,45.2353305642885,-10.14038231780168,23.0,-11.48744917683993,45.787354695264824
2022-04-12,557.0,34799056.0,69280.0,-0.0017921146953405018,-0.01763668430335097,-0.05432937181663837,-0.06856187290969899,0,0,0,0,0,-0.03598302805999467,-0.007116250546530312,-0.08976660682226212,1.0,-9.935186172866299,-44.34974018475751,-1.4721723518851069,1.0,-12.565735691221045,-35.43966512702079,-3.859964093357271,4.0,2.5289056691652703,3.9412528868360273,-3.985637342908446,8.0,-7.6927721832454345,-0.2461027713625866,-10.041891083183712,23.0,-30.951334714366958,-1.4057688606620549
2022-04-13,573.0,36968137.0,41249.0,0.02872531418312388,0.026881720430107527,-0.00865051903114187,-0.018835616438356163,1,1,1,0,0,0.009115600699482829,-0.005092548703607147,1.3961605584642234,0.0,2.93371694656942,-33.977793401052146,1.5357766143106377,1.0,-3.9274832810752636,-117.01859439016704,-0.7678883071553189,3.0,5.8098021006576595,-58.11462096050812,-1.0907504363001745,8.0,-1.1583227740148265,-62.78237048170866,-6.745200698080275,22.0,-21.665687625355144,-69.36863115873516
2022-04-14,573.0,20224847.0,27442.0,0.0,0.02872531418312388,0.012367491166077738,-0.027164685908319185,0,0,1,1,0,0.020546402674600808,-0.01976608853719846,0.0,1.0,-41.39287184718876,-25.15669411850448,1.2914485165794025,2.0,-63.276569657115324,-151.06041833685592,-0.48865619546247024,4.0,-74.38258099060035,-139.9340427082574,-1.2216404886561953,9.0,-69.05270086839224,-99.0494497485606,-6.5386852821407855,23.0,-119.31656607010837,-153.0053688992542
2022-04-15,562.0,33158930.0,99936.0,-0.019197207678883072,-0.019197207678883072,-0.008818342151675485,-0.06333333333333334,0,0,0,0,0,-0.014007774915279278,-0.027257495590828927,-0.9786476868327402,1.0,19.503167020166213,36.270212936279215,-0.46263345195729944,2.0,-0.6454237214530187,26.22518411783541,-1.7793594306049825,3.0,-3.3171106546562226,28.971741914825483,-3.238434163701075,9.0,-0.45666808307746964,45.88201448927314,-8.410438908659547,23.0,-33.43301286661945,29.601228119329708
2022-04-18,561.0,16579296.0,31712.0,-0.0017793594306049821,-0.020942408376963352,0.005376344086021506,-0.06030150753768844,0,0,0,1,0,-0.007783032145470923,-0.03283892581185497,-0.08912655971479501,0.0,-50.001019343644025,-107.56811301715439,-0.7486631016042862,1.0,-70.97259859526002,-70.04225529767912,-1.319073083778962,2.0,-101.47861706552558,-127.88849646821392,-3.235294117647055,9.0,-86.06505427009688,-65.22310166498487,-8.360071301247768,23.0,-164.58603368924713,-121.76053229061552
2022-04-19,565.0,18811242.0,24598.0,0.0071301247771836,0.005338078291814947,0.01436265709156194,-0.04074702886247878,1,1,1,1,0,0.009850367691688443,-0.02755484297702036,0.35398230088495575,0.0,5.93247909946616,-14.460525245954955,-0.3185840707964521,1.0,-33.6886230053284,-82.89047890072364,-0.17699115044247787,2.0,-70.96240588473637,-182.17741279778843,-2.3628318584070835,8.0,-55.80930700907468,-109.96280185380927,-7.3392330383480875,22.0,-131.65356829354135,-185.743488630512
