date,close,capacity,transaction,change_value1,change_value2,change_value5,change_value10,target,target1,target2,target5,target10,short_term,mid_term,avg_2,trend_2,cap_avg_2,'trans_avg_2,avg_5,trend_5,cap_avg_5,'trans_avg_5,avg_10,trend_10,cap_avg_10,'trans_avg_10,avg_20,trend_20,cap_avg_20,'trans_avg_20,avg_60,trend_60,cap_avg_60,'trans_avg_60,std_2,BBand_up_2,BBand_down_2,std_5,BBand_up_5,BBand_down_5,std_10,BBand_up_10,BBand_down_10,std_20,BBand_up_20,BBand_down_20,std_60,BBand_up_60,BBand_down_60
2020-01-02,339.0,33282120.0,17160.0,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,339.5,42023268.0,20545.0,0.0014749262536873156,,,,1,1,0,0,0,,,0.07363770250368189,,10.400366768238968,8.238014115356535,,,,,,,,,,,,,,,,,0.3535533905932738,0.11381328514518682,-0.2610886901525506,,,,,,,,,,,,
2020-01-06,332.0,45677057.0,22944.0,-0.022091310751104567,-0.02064896755162242,,,0,0,0,0,0,,,-1.1295180722891567,1.0,3.9995888964562667,5.227946304044631,,,,,,,,,,,,,,,,,5.303300858899107,4.004801670487473,-1.7457655259091602,,,,,,,,,,,,
2020-01-07,329.5,51746181.0,22362.0,-0.007530120481927711,-0.029455081001472753,,,0,0,0,0,0,,,-0.37936267071320184,1.0,5.864320692574395,-1.301314730346123,,,,,,,,,,,,,,,,,1.7677669529663689,1.3450623718784491,-0.5863370304520453,,,,,,,,,,,,
2020-01-08,329.5,37913748.0,18228.0,0.0,-0.007530120481927711,,,0,0,0,0,0,,,0.0,0.0,-18.24197518008507,-11.339697169190256,-1.3353566009104634,,-11.116618699897455,-11.080754882598196,,,,,,,,,,,,,0.0,0.0,0.0,4.992494366546637,4.062667635746258,-1.3919544339253314,,,,,,,,,
2020-01-09,337.5,32397504.0,16793.0,0.024279210925644917,0.024279210925644917,-0.004424778761061947,,1,1,1,0,0,0.009927216082291485,,1.1851851851851851,0.0,-8.51337806764373,-4.272613588995415,1.1555555555555488,1.0,-29.49007306241864,-20.13577085690467,,,,,,,,,,,,,5.656854249492381,1.8318037478774116,-4.202174118247782,4.642197755374047,1.3202832473106085,-3.6313943584217063,,,,,,,,,
2020-01-10,339.5,27880115.0,13296.0,0.005925925925925926,0.030349013657056147,0.0,,1,1,1,0,0,0.015174506828528073,,0.29455081001472755,1.0,-8.101453311795881,-13.150571600481348,1.7378497790868856,2.0,-40.32553667730567,-40.82882069795426,,,,,,,,,,,,,1.4142135623730951,0.4552531405807306,-1.0443547606101857,4.642197755374047,0.7234038172822692,-4.1991033754560405,,,,,,,,,
2020-01-13,341.5,30663332.0,13457.0,0.005891016200294551,0.011851851851851851,0.0286144578313253,,1,1,1,1,0,0.020233154841588576,,0.29282576866764276,2.0,4.538347300286871,0.5982016794233485,1.7569546120058566,2.0,-17.79599164239555,-25.04421490673999,,,,,,,,,,,,,1.4142135623730951,0.45258694356415236,-1.0382384808994378,5.6568542494923655,1.2246962369213072,-4.73860546093302,,,,,,,,,
2020-01-14,346.0,30368993.0,16339.0,0.013177159590043924,0.01914580265095729,0.05007587253414264,,1,1,1,1,0,0.034610837592549966,,0.6502890173410405,2.0,-0.48460447799503925,8.819389191504987,2.080924855491326,3.0,-4.859382067755749,4.384601260787072,,,,,,,,,,,,,3.181980515339464,1.005076568673703,-2.305654603355784,6.078651166171637,1.0813792193956544,-5.243228930378307,,,,,,,,,
2020-01-15,340.0,54575274.0,20392.0,-0.017341040462427744,-0.004392386530014641,0.03186646433990895,,0,0,0,1,0,0.013737038904947155,,-0.8823529411764706,2.0,22.176966990582585,9.937720674774422,-0.26470588235293446,4.0,35.54399085563913,21.2661828167909,0.7647058823529479,,29.175327273666085,10.986661435857206,,,,,,,,,4.242640687119285,3.12845683435726,-1.3637509520043187,3.1898275815472794,1.9534381314073812,-1.424026366701512,5.404730438339281,2.096621996767851,-3.6260337614737472,,,,,,
2020-01-16,334.5,58217420.0,24721.0,-0.016176470588235296,-0.033236994219653176,-0.008888888888888889,-0.01327433628318584,0,0,0,0,0,-0.021062941554271034,-0.002192723697148476,-0.8221225710014948,1.0,3.1280551422581078,8.755713765624368,-1.7339312406577014,4.0,30.706261459198984,28.639618138424822,-0.7324364723467829,5.0,29.323063096921842,23.51563448080579,,,,,,,,,3.8890872965260113,2.914904972719531,-1.2706598307165415,4.132190702278854,3.957531618565603,-0.4896691372502005,5.443905869053126,3.6618925453798488,-2.197019600686283,,,,,,
2020-01-17,333.0,53908097.0,23954.0,-0.004484304932735426,-0.020588235294117647,-0.01914580265095729,-0.01914580265095729,0,0,0,0,0,-0.019867018972537467,0.0,-0.22522522522522523,0.0,-3.9969162702960928,-1.600985221674877,-1.8018018018018018,3.0,15.510608360002017,17.45595725139852,-0.9909909909909944,5.0,21.468620752834212,19.64348334307423,,,,,,,,,1.0606601717798212,0.7985550478089102,-0.3481045973584597,5.303300858899088,4.668450914720227,-1.064847311116623,5.49343041985403,3.9604128395607314,-1.9784308575787428,,,,,,
